0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000000
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000002
0,000003
0,000003
0,000003
0,000003
0,000003
0,000003
0,000003
0,000004
0,000004
0,000004
0,000004
0,000004
0,000004
0,000005
0,000005
0,000005
0,000005
0,000006
0,000006
0,000006
0,000007
0,000007
0,000007
0,000007
0,000008
0,000008
0,000009
0,000009
0,000009
0,000010
0,000010
0,000011
0,000011
0,000012
0,000012
0,000013
0,000013
0,000014
0,000015
0,000015
0,000016
0,000017
0,000017
0,000018
0,000019
0,000020
0,000021
0,000022
0,000023
0,000024
0,000025
0,000026
0,000027
0,000028
0,000029
0,000030
0,000032
0,000033
0,000034
0,000036
0,000037
0,000039
0,000041
0,000042
0,000044
0,000046
0,000048
0,000050
0,000052
0,000054
0,000057
0,000059
0,000062
0,000064
0,000067
0,000069
0,000072
0,000075
0,000078
0,000082
0,000085
0,000088
0,000092
0,000096
0,000100
0,000104
0,000108
0,000112
0,000117
0,000121
0,000126
0,000131
0,000136
0,000142
0,000147
0,000153
0,000159
0,000165
0,000172
0,000179
0,000185
0,000193
0,000200
0,000208
0,000216
0,000224
0,000233
0,000242
0,000251
0,000260
0,000270
0,000280
0,000291
0,000302
0,000313
0,000325
0,000337
0,000350
0,000362
0,000376
0,000390
0,000404
0,000419
0,000434
0,000450
0,000467
0,000484
0,000501
0,000519
0,000538
0,000557
0,000577
0,000598
0,000619
0,000641
0,000664
0,000687
0,000711
0,000737
0,000762
0,000789
0,000817
0,000845
0,000874
0,000904
0,000936
0,000968
0,001001
0,001035
0,001070
0,001107
0,001144
0,001183
0,001223
0,001264
0,001306
0,001350
0,001395
0,001442
0,001489
0,001538
0,001589
0,001641
0,001695
0,001750
0,001807
0,001866
0,001927
0,001989
0,002053
0,002119
0,002186
0,002256
0,002328
0,002402
0,002478
0,002556
0,002636
0,002718
0,002803
0,002891
0,002980
0,003073
0,003167
0,003265
0,003365
0,003468
0,003573
0,003682
0,003793
0,003908
0,004025
0,004146
0,004270
0,004397
0,004528
0,004662
0,004800
0,004941
0,005086
0,005235
0,005387
0,005544
0,005704
0,005869
0,006038
0,006211
0,006388
0,006570
0,006757
0,006948
0,007144
0,007345
0,007551
0,007762
0,007978
0,008199
0,008426
0,008658
0,008896
0,009139
0,009388
0,009644
0,009905
0,010172
0,010446
0,010726
0,011013
0,011306
0,011606
0,011913
0,012227
0,012548
0,012876
0,013212
0,013555
0,013906
0,014265
0,014631
0,015006
0,015389
0,015780
0,016180
0,016589
0,017006
0,017432
0,017867
0,018312
0,018766
0,019229
0,019702
0,020185
0,020678
0,021182
0,021695
0,022219
0,022754
0,023299
0,023856
0,024423
0,025002
0,025592
0,026194
0,026808
0,027433
0,028071
0,028721
0,029383
0,030059
0,030747
0,031447
0,032162
0,032889
0,033630
0,034385
0,035153
0,035936
0,036732
0,037543
0,038369
0,039209
0,040065
0,040935
0,041821
0,042722
0,043639
0,044572
0,045520
0,046485
0,047466
0,048464
0,049478
0,050509
0,051558
0,052623
0,053706
0,054806
0,055925
0,057061
0,058215
0,059388
0,060578
0,061788
0,063016
0,064263
0,065530
0,066815
0,068120
0,069445
0,070789
0,072154
0,073538
0,074943
0,076367
0,077813
0,079279
0,080766
0,082274
0,083803
0,085353
0,086925
0,088518
0,090133
0,091769
0,093428
0,095108
0,096811
0,098536
0,100283
0,102053
0,103845
0,105661
0,107499
0,109359
0,111243
0,113151
0,115081
0,117034
0,119011
0,121012
0,123036
0,125084
0,127155
0,129250
0,131369
0,133511
0,135678
0,137869
0,140083
0,142322
0,144585
0,146871
0,149182
0,151517
0,153877
0,156260
0,158668
0,161100
0,163556
0,166036
0,168540
0,171069
0,173622
0,176198
0,178799
0,181424
0,184073
0,186746
0,189443
0,192163
0,194908
0,197676
0,200467
0,203282
0,206121
0,208983
0,211868
0,214777
0,217708
0,220663
0,223640
0,226640
0,229663
0,232708
0,235775
0,238865
0,241976
0,245110
0,248265
0,251442
0,254639
0,257859
0,261099
0,264360
0,267641
0,270943
0,274265
0,277607
0,280969
0,284351
0,287751
0,291171
0,294610
0,298067
0,301543
0,305037
0,308549
0,312078
0,315625
0,319188
0,322769
0,326366
0,329979
0,333608
0,337253
0,340913
0,344588
0,348278
0,351982
0,355700
0,359432
0,363178
0,366937
0,370708
0,374492
0,378288
0,382096
0,385916
0,389746
0,393587
0,397439
0,401300
0,405172
0,409052
0,412942
0,416840
0,420746
0,424660
0,428581
0,432510
0,436445
0,440387
0,444334
0,448287
0,452245
0,456208
0,460175
0,464146
0,468121
0,472099
0,476080
0,480063
0,484048
0,488034
0,492022
0,496011
0,500000
0,503989
0,507978
0,511966
0,515952
0,519937
0,523920
0,527901
0,531879
0,535854
0,539825
0,543792
0,547755
0,551713
0,555666
0,559613
0,563554
0,567490
0,571418
0,575339
0,579253
0,583160
0,587058
0,590947
0,594827
0,598698
0,602560
0,606411
0,610252
0,614083
0,617902
0,621710
0,625506
0,629290
0,633061
0,636820
0,640565
0,644297
0,648015
0,651719
0,655409
0,659084
0,662744
0,666389
0,670018
0,673631
0,677228
0,680808
0,684371
0,687918
0,691447
0,694958
0,698452
0,701928
0,705385
0,708823
0,712243
0,715644
0,719025
0,722387
0,725729
0,729051
0,732352
0,735634
0,738895
0,742135
0,745354
0,748551
0,751728
0,754883
0,758016
0,761127
0,764217
0,767284
0,770329
0,773351
0,776351
0,779328
0,782283
0,785214
0,788122
0,791007
0,793869
0,796708
0,799523
0,802314
0,805082
0,807826
0,810547
0,813243
0,815916
0,818565
0,821190
0,823790
0,826367
0,828920
0,831448
0,833952
0,836432
0,838888
0,841320
0,843728
0,846111
0,848470
0,850805
0,853116
0,855403
0,857665
0,859904
0,862118
0,864309
0,866475
0,868618
0,870737
0,872832
0,874903
0,876950
0,878974
0,880975
0,882952
0,884905
0,886835
0,888742
0,890626
0,892487
0,894325
0,896140
0,897933
0,899703
0,901450
0,903175
0,904877
0,906558
0,908216
0,909853
0,911468
0,913061
0,914632
0,916183
0,917712
0,919219
0,920706
0,922172
0,923618
0,925043
0,926447
0,927832
0,929196
0,930540
0,931865
0,933170
0,934456
0,935722
0,936969
0,938198
0,939407
0,940598
0,941771
0,942925
0,944061
0,945179
0,946280
0,947363
0,948428
0,949477
0,950508
0,951522
0,952520
0,953501
0,954466
0,955415
0,956347
0,957264
0,958166
0,959051
0,959922
0,960777
0,961618
0,962444
0,963255
0,964052
0,964834
0,965603
0,966358
0,967099
0,967826
0,968540
0,969241
0,969929
0,970605
0,971267
0,971917
0,972555
0,973181
0,973795
0,974397
0,974987
0,975566
0,976133
0,976690
0,977235
0,977770
0,978294
0,978808
0,979311
0,979804
0,980287
0,980761
0,981224
0,981678
0,982123
0,982558
0,982985
0,983402
0,983811
0,984211
0,984602
0,984985
0,985360
0,985727
0,986086
0,986437
0,986780
0,987116
0,987444
0,987765
0,988079
0,988386
